country,climate_zone,latitude,longitude,date,month,temperature,humidity,rainfall,wind_speed,crop_type,crop_susceptibility,historical_infestation,aphid_risk,country_encoded,climate_encoded,crop_encoded
Spain,temperate,39.2499,-4.0272,2023-03-04,3,9.6,74.9,20.1,17.5,Rice,0.6,0.525,0.012,38,3,4
Pakistan,arid,28.9131,69.1119,2022-10-27,10,39.8,12.6,15.0,2.1,Barley,0.7,0.442,0.0,29,0,0
Australia,temperate,-23.8937,132.2775,2023-12-01,12,12.4,52.3,72.0,2.2,Sugarcane,0.3,0.241,0.038,1,3,6
Saudi Arabia,arid,22.8357,45.9043,2022-02-07,2,15.0,29.9,21.7,19.3,Rice,0.6,0.555,0.025,35,0,4
Russia,continental,63.4689,106.0716,2023-03-11,3,5.0,71.5,8.6,17.0,Potato,0.4,0.658,0.0,34,1,3
USA,temperate,40.042,-98.6031,2022-06-07,6,17.4,77.0,79.0,11.7,Maize,0.7,0.431,0.029,44,3,2
Malaysia,tropical,5.2337,100.5202,2020-01-22,1,26.6,85.3,93.8,9.9,Barley,0.7,0.424,0.0,21,4,0
Canada,continental,55.121,-108.1116,2020-01-07,1,-12.1,32.0,90.7,1.1,Cotton,0.5,0.636,0.0,5,1,1
Canada,continental,54.277,-105.537,2020-12-28,12,3.3,30.3,8.5,3.1,Wheat,0.8,0.316,0.013,5,1,7
Egypt,arid,26.0859,30.5685,2023-11-16,11,24.3,29.6,15.6,2.1,Rice,0.6,0.369,0.052,9,0,4
Japan,temperate,34.5957,137.3817,2020-03-20,3,12.2,42.1,85.5,9.4,Barley,0.7,0.467,0.041,19,3,0
Pakistan,arid,29.9858,70.4611,2023-06-21,6,44.0,46.3,3.9,25.3,Sugarcane,0.3,0.193,0.012,29,0,6
Spain,temperate,38.6215,-2.2788,2022-05-16,5,29.8,66.8,30.1,1.0,Soybean,0.9,0.509,0.123,38,3,5
Venezuela,highland,6.9179,-66.1916,2020-06-16,6,7.6,72.0,102.0,7.1,Maize,0.7,0.301,0.013,46,2,2
Brazil,tropical,-15.9428,-50.7119,2023-05-19,5,24.6,76.9,196.7,7.8,Potato,0.4,0.601,0.0,4,4,3
Canada,continental,54.6404,-107.8662,2022-11-13,11,-9.9,43.1,31.4,3.1,Wheat,0.8,0.514,0.0,5,1,7
Nepal,highland,29.8446,84.6603,2022-02-19,2,12.0,62.2,198.8,13.2,Rice,0.6,0.211,0.037,24,2,4
Ethiopia,tropical,9.764,39.5149,2020-04-27,4,29.3,91.7,74.0,12.6,Wheat,0.8,0.343,0.0,10,4,7
Morocco,arid,31.715,-5.9641,2021-12-12,12,32.3,31.4,2.5,20.5,Sugarcane,0.3,0.442,0.0,23,0,6
Germany,temperate,50.0434,9.6854,2021-04-12,4,14.2,74.1,135.5,17.5,Rice,0.6,0.218,0.0,13,3,4
South Korea,temperate,34.962,129.5829,2023-04-01,4,13.0,49.2,90.4,5.0,Soybean,0.9,0.57,0.032,37,3,5
Venezuela,highland,6.17,-65.4422,2021-03-06,3,14.6,65.1,132.3,10.0,Wheat,0.8,0.319,0.0,46,2,7
Germany,temperate,53.0612,9.3479,2022-04-27,4,21.3,52.8,68.7,5.4,Barley,0.7,0.301,0.014,13,3,0
USA,temperate,41.2194,-98.429,2021-02-04,2,6.6,45.8,60.1,5.5,Sugarcane,0.3,0.577,0.031,44,3,6
Saudi Arabia,arid,24.9267,46.7808,2023-02-01,2,20.0,33.6,4.0,24.5,Cotton,0.5,0.497,0.0,35,0,1
Kenya,tropical,-0.2232,38.4459,2021-07-22,7,23.1,69.1,227.6,5.0,Maize,0.7,0.511,0.002,20,4,2
Russia,continental,62.2597,105.7394,2023-07-24,7,15.8,71.6,68.1,23.2,Rice,0.6,0.492,0.0,34,1,4
New Zealand,temperate,-39.9174,173.0786,2020-03-01,3,15.0,67.3,88.7,17.9,Maize,0.7,0.492,0.0,26,3,2
Sweden,continental,58.5301,17.9563,2021-08-31,8,26.9,39.0,45.5,0.1,Maize,0.7,0.676,0.035,40,1,2
Philippines,tropical,11.8259,122.8773,2021-12-03,12,29.8,82.6,82.4,11.2,Barley,0.7,0.707,0.0,31,4,0
Finland,continental,62.6632,26.9809,2022-10-19,10,-0.4,33.6,91.8,4.4,Cotton,0.5,0.378,0.027,11,1,1
Philippines,tropical,11.4314,122.3977,2020-09-10,9,23.8,67.8,37.5,9.2,Maize,0.7,0.468,0.0,31,4,2
India,tropical,19.329,77.5054,2022-07-14,7,25.1,84.2,121.9,1.6,Wheat,0.8,0.517,0.0,15,4,7
Ukraine,temperate,48.2028,31.8069,2020-10-06,10,7.8,60.9,34.8,14.8,Cotton,0.5,0.592,0.011,45,3,1
Nepal,highland,28.0038,84.8305,2022-01-14,1,24.9,62.4,165.2,2.0,Rice,0.6,0.168,0.0,24,2,4
France,temperate,47.4662,2.0016,2022-07-11,7,18.3,59.6,20.3,1.7,Rice,0.6,0.389,0.019,12,3,4
Finland,continental,64.8888,24.1675,2020-01-20,1,-0.4,40.2,48.1,20.1,Barley,0.7,0.177,0.0,11,1,0
Ethiopia,tropical,8.6194,40.5387,2023-05-15,5,31.1,75.1,28.7,8.3,Cotton,0.5,0.223,0.055,10,4,1
Nigeria,tropical,8.3114,8.0189,2022-06-29,6,27.4,71.3,8.0,2.6,Sugarcane,0.3,0.736,0.038,27,4,6
Poland,temperate,52.9955,19.947,2021-07-07,7,19.0,53.5,115.3,11.5,Cotton,0.5,0.277,0.0,32,3,1
Iran,arid,31.4682,52.6383,2020-11-26,11,16.9,43.1,22.2,9.9,Wheat,0.8,0.226,0.0,17,0,7
Ghana,tropical,9.4808,-1.3538,2022-06-12,6,23.2,83.0,185.1,1.8,Rice,0.6,0.673,0.0,14,4,4
France,temperate,45.2684,2.9256,2023-05-22,5,20.4,62.9,61.6,9.4,Rice,0.6,0.142,0.05,12,3,4
Sweden,continental,60.5552,17.6668,2020-05-02,5,32.2,39.7,95.9,11.1,Maize,0.7,0.586,0.041,40,1,2
Ukraine,temperate,47.3012,29.6248,2021-07-27,7,28.9,83.0,110.6,1.1,Cotton,0.5,0.758,0.0,45,3,1
Sri Lanka,tropical,8.6406,81.9881,2022-07-05,7,27.4,90.7,91.0,10.1,Maize,0.7,0.43,0.048,39,4,2
Italy,temperate,43.1828,11.1654,2022-03-02,3,16.7,48.4,91.4,17.8,Rice,0.6,0.015,0.022,18,3,4
Bangladesh,temperate,23.0421,91.3332,2023-08-18,8,18.4,75.6,132.2,2.3,Wheat,0.8,0.705,0.0,2,3,7
Ghana,tropical,8.7795,-2.8427,2023-12-11,12,34.3,94.3,57.0,12.4,Cotton,0.5,0.722,0.0,14,4,1
USA,temperate,40.3747,-99.8233,2020-09-28,9,12.5,85.0,66.5,3.5,Potato,0.4,0.626,0.0,44,3,3
Canada,continental,55.6023,-104.9441,2023-10-14,10,10.0,50.1,27.4,14.7,Wheat,0.8,0.532,0.0,5,1,7
Philippines,tropical,11.632,122.967,2021-05-27,5,21.3,77.6,41.3,8.9,Rice,0.6,0.712,0.0,31,4,4
UK,temperate,56.6446,-3.1601,2023-12-21,12,6.2,44.0,85.4,18.0,Soybean,0.9,0.312,0.0,43,3,5
Sweden,continental,61.8591,18.811,2021-08-08,8,9.0,70.5,38.4,5.5,Sugarcane,0.3,0.484,0.0,40,1,6
Egypt,arid,26.1494,29.2448,2021-12-12,12,24.8,47.4,18.8,22.5,Maize,0.7,0.297,0.023,9,0,2
Brazil,tropical,-12.3727,-52.4383,2020-03-06,3,24.9,63.4,65.1,5.2,Barley,0.7,0.385,0.055,4,4,0
Finland,continental,64.8957,25.5004,2023-11-05,11,-13.9,42.8,84.0,10.1,Rice,0.6,0.17,0.019,11,1,4
India,tropical,22.4304,77.9863,2020-09-26,9,31.7,82.7,98.8,13.4,Potato,0.4,0.51,0.0,15,4,3
South Africa,temperate,-29.4103,23.5804,2020-03-05,3,19.4,83.8,111.5,9.0,Wheat,0.8,0.536,0.039,36,3,7
Venezuela,highland,5.4888,-65.3749,2021-02-20,2,19.7,86.9,87.0,9.5,Barley,0.7,0.636,0.052,46,2,0
Ukraine,temperate,49.9529,31.5271,2021-05-23,5,29.5,58.7,65.7,17.5,Maize,0.7,0.503,0.0,45,3,2
Saudi Arabia,arid,24.188,43.41,2020-10-07,10,25.9,26.9,22.4,10.1,Sugarcane,0.3,0.387,0.008,35,0,6
USA,temperate,40.5533,-98.7724,2022-08-21,8,19.3,40.3,104.7,6.9,Wheat,0.8,0.692,0.039,44,3,7
Brazil,tropical,-12.5487,-52.3073,2023-06-01,6,28.3,90.7,21.3,2.0,Barley,0.7,0.353,0.021,4,4,0
Thailand,tropical,16.4491,99.3678,2023-06-08,6,22.6,77.8,9.5,12.8,Sugarcane,0.3,0.255,0.034,41,4,6
Ethiopia,tropical,9.8831,39.4643,2020-03-20,3,30.6,83.3,77.9,11.5,Cotton,0.5,0.297,0.021,10,4,1
Venezuela,highland,6.7963,-65.2887,2021-03-25,3,16.2,83.2,174.0,10.3,Barley,0.7,0.648,0.026,46,2,0
Thailand,tropical,15.3994,99.698,2022-01-19,1,24.9,87.6,18.0,5.1,Soybean,0.9,0.512,0.06,41,4,5
Germany,temperate,50.892,8.7732,2022-04-26,4,20.1,74.9,65.0,7.9,Wheat,0.8,0.328,0.017,13,3,7
Sri Lanka,tropical,7.6647,79.5827,2020-01-21,1,28.3,61.4,33.9,4.8,Maize,0.7,0.281,0.0,39,4,2
Nigeria,tropical,10.826,8.3661,2022-02-13,2,21.0,93.1,90.5,7.6,Wheat,0.8,0.76,0.017,27,4,7
Philippines,tropical,10.9804,120.307,2021-08-12,8,31.1,65.8,150.0,1.4,Wheat,0.8,0.688,0.0,31,4,7
Thailand,tropical,15.0096,101.8097,2023-04-09,4,27.4,73.7,8.2,9.2,Cotton,0.5,0.418,0.075,41,4,1
Kenya,tropical,0.5884,39.095,2023-06-27,6,33.2,84.8,94.5,6.3,Maize,0.7,0.472,0.046,20,4,2
Poland,temperate,50.8131,17.9053,2021-12-29,12,5.9,49.6,71.4,13.0,Potato,0.4,0.11,0.05,32,3,3
Russia,continental,60.0309,106.4959,2023-12-20,12,-1.1,55.9,34.6,20.6,Soybean,0.9,0.413,0.0,34,1,5
Thailand,tropical,14.4505,102.3204,2022-05-21,5,28.6,76.6,167.5,9.5,Cotton,0.5,0.274,0.0,41,4,1
Australia,temperate,-24.4646,135.6213,2023-03-12,3,11.4,52.9,50.8,14.8,Wheat,0.8,0.504,0.0,1,3,7
Ghana,tropical,9.8968,-0.5754,2020-02-04,2,31.4,86.8,6.7,12.0,Maize,0.7,0.454,0.04,14,4,2
Philippines,tropical,12.9262,123.6829,2021-08-15,8,26.0,69.1,149.7,4.5,Sugarcane,0.3,0.67,0.0,31,4,6
Portugal,temperate,40.0741,-9.136,2020-10-29,10,10.2,76.6,2.9,15.3,Potato,0.4,0.426,0.0,33,3,3
Chile,temperate,-35.5337,-71.7695,2021-09-20,9,12.4,56.8,50.9,1.9,Soybean,0.9,0.236,0.0,6,3,5
Portugal,temperate,39.2168,-7.9085,2020-01-21,1,8.4,64.6,92.2,11.3,Potato,0.4,0.515,0.0,33,3,3
Belgium,temperate,51.8438,5.0005,2020-06-26,6,19.5,65.0,77.2,11.7,Potato,0.4,0.497,0.041,3,3,3
Brazil,tropical,-14.6294,-52.1646,2023-08-09,8,32.9,83.0,54.2,7.6,Rice,0.6,0.261,0.0,4,4,4
Canada,continental,57.4626,-108.0277,2023-01-01,1,-2.7,72.1,24.8,18.8,Wheat,0.8,0.664,0.0,5,1,7
Mexico,arid,25.5992,-101.8579,2022-07-23,7,28.8,25.5,5.1,3.0,Maize,0.7,0.321,0.039,22,0,2
USA,temperate,39.6948,-98.1034,2020-08-03,8,22.9,47.4,112.4,18.9,Soybean,0.9,0.465,0.0,44,3,5
Nigeria,tropical,7.7809,10.3373,2020-11-10,11,20.5,60.3,87.8,14.4,Barley,0.7,0.404,0.017,27,4,0
China,temperate,34.8072,102.5329,2020-04-05,4,25.1,72.2,18.5,17.7,Potato,0.4,0.174,0.016,7,3,3
Turkey,temperate,37.4096,37.1581,2021-01-06,1,5.5,65.8,18.4,0.2,Barley,0.7,0.414,0.022,42,3,0
Ethiopia,tropical,7.641,40.4561,2023-12-24,12,25.4,77.4,11.3,6.3,Rice,0.6,0.46,0.048,10,4,4
India,tropical,20.2609,78.7844,2023-01-18,1,29.7,72.8,46.0,9.8,Potato,0.4,0.327,0.0,15,4,3
UK,temperate,56.2651,-1.5462,2020-02-03,2,7.5,78.7,131.4,3.3,Wheat,0.8,0.29,0.0,43,3,7
Vietnam,tropical,12.5416,106.3123,2021-12-22,12,32.6,89.4,50.0,5.4,Potato,0.4,0.428,0.034,47,4,3
Bangladesh,temperate,23.806,91.254,2022-09-02,9,14.6,48.3,120.0,11.1,Sugarcane,0.3,0.549,0.03,2,3,6
South Africa,temperate,-31.8666,21.2567,2022-07-18,7,19.7,78.4,140.9,9.1,Barley,0.7,0.547,0.0,36,3,0
Bangladesh,temperate,24.7597,89.8855,2021-10-06,10,11.5,70.2,44.1,12.5,Sugarcane,0.3,0.66,0.014,2,3,6
Ethiopia,tropical,8.8278,39.9046,2020-01-22,1,26.3,68.3,74.1,1.9,Soybean,0.9,0.458,0.057,10,4,5
Canada,continental,56.1004,-107.5201,2021-01-20,1,-11.6,57.1,5.3,16.3,Wheat,0.8,0.599,0.006,5,1,7
Morocco,arid,32.3385,-7.8646,2023-09-19,9,17.9,13.0,29.5,18.9,Maize,0.7,0.136,0.0,23,0,2
South Africa,temperate,-30.25,24.055,2021-09-19,9,9.9,52.8,82.9,1.2,Soybean,0.9,0.54,0.04,36,3,5
Finland,continental,63.2348,26.0502,2022-02-25,2,5.7,64.2,67.0,8.9,Cotton,0.5,0.527,0.0,11,1,1
Poland,temperate,50.3096,18.7621,2023-06-10,6,29.8,60.3,47.6,9.1,Wheat,0.8,0.131,0.019,32,3,7
Poland,temperate,50.8923,18.0491,2020-05-22,5,24.1,49.7,7.4,6.8,Wheat,0.8,0.341,0.169,32,3,7
France,temperate,45.2873,3.456,2020-05-26,5,27.0,57.3,49.3,14.2,Barley,0.7,0.12,0.0,12,3,0
South Africa,temperate,-28.6382,24.7897,2022-01-27,1,-0.9,83.0,13.5,10.5,Barley,0.7,0.532,0.03,36,3,0
Iran,arid,31.3793,53.3671,2023-10-25,10,16.6,11.5,23.9,26.4,Potato,0.4,0.225,0.027,17,0,3
Netherlands,temperate,50.9529,4.6802,2023-04-03,4,13.6,76.2,31.3,9.1,Soybean,0.9,0.666,0.033,25,3,5
Canada,continental,57.9283,-105.5733,2022-05-17,5,29.2,42.3,67.4,19.9,Cotton,0.5,0.573,0.0,5,1,1
Bangladesh,temperate,24.6638,89.3425,2022-09-27,9,15.8,48.4,29.0,2.3,Sugarcane,0.3,0.403,0.0,2,3,6
South Korea,temperate,35.7855,128.0967,2023-06-01,6,21.0,56.0,108.3,14.9,Barley,0.7,0.393,0.044,37,3,0
Norway,continental,61.4149,8.855,2021-08-30,8,14.7,54.6,56.8,10.8,Sugarcane,0.3,0.632,0.0,28,1,6
Sri Lanka,tropical,7.2217,82.0762,2020-09-15,9,35.0,91.6,218.6,8.7,Potato,0.4,0.604,0.0,39,4,3
Australia,temperate,-26.8209,134.0214,2021-03-29,3,19.9,54.3,136.9,13.7,Sugarcane,0.3,0.284,0.0,1,3,6
Egypt,arid,24.9085,31.4141,2022-11-03,11,25.9,22.7,16.9,17.5,Rice,0.6,0.214,0.0,9,0,4
India,tropical,21.5268,80.1904,2020-02-05,2,24.3,87.2,0.4,0.8,Potato,0.4,0.514,0.174,15,4,3
USA,temperate,40.5162,-99.247,2021-11-04,11,6.3,58.9,113.5,5.7,Rice,0.6,0.636,0.003,44,3,4
Portugal,temperate,39.0183,-9.9164,2023-07-20,7,27.9,41.6,98.1,3.3,Rice,0.6,0.401,0.0,33,3,4
Philippines,tropical,11.1665,123.5184,2020-06-06,6,29.6,70.6,133.5,13.4,Sugarcane,0.3,0.792,0.037,31,4,6
Egypt,arid,26.3373,32.6259,2021-12-15,12,39.5,23.8,7.5,4.3,Cotton,0.5,0.251,0.0,9,0,1
Italy,temperate,43.0795,12.4188,2022-06-03,6,18.3,60.2,65.3,6.9,Wheat,0.8,0.308,0.041,18,3,7
Kenya,tropical,0.7397,36.9079,2022-05-01,5,25.8,65.3,152.4,3.3,Sugarcane,0.3,0.591,0.012,20,4,6
Mexico,arid,21.6194,-100.7984,2022-11-23,11,25.6,23.7,5.7,2.6,Potato,0.4,0.14,0.007,22,0,3
Morocco,arid,32.3683,-5.9193,2021-06-29,6,17.7,26.5,2.6,22.3,Barley,0.7,0.186,0.0,23,0,0
Argentina,temperate,-36.9441,-62.2498,2020-04-03,4,27.5,46.4,35.2,12.2,Rice,0.6,0.24,0.021,0,3,4
USA,temperate,40.7626,-99.7091,2022-02-12,2,13.5,59.9,123.1,18.2,Barley,0.7,0.575,0.031,44,3,0
Mexico,arid,22.625,-100.5308,2021-02-07,2,18.0,29.1,14.0,19.4,Soybean,0.9,0.033,0.019,22,0,5
Vietnam,tropical,13.961,108.1101,2022-12-09,12,20.7,61.5,40.0,12.3,Rice,0.6,0.687,0.024,47,4,4
Germany,temperate,49.7923,8.6246,2021-05-25,5,22.5,83.8,56.2,6.9,Cotton,0.5,0.383,0.003,13,3,1
China,temperate,34.6473,102.3709,2020-04-24,4,13.8,61.7,26.2,13.8,Cotton,0.5,0.266,0.061,7,3,1
Peru,highland,-8.5097,-74.6836,2022-09-26,9,16.4,65.8,182.5,4.0,Wheat,0.8,0.545,0.0,30,2,7
Sweden,continental,60.4781,20.14,2020-06-19,6,34.6,56.4,55.9,8.2,Sugarcane,0.3,0.599,0.0,40,1,6
China,temperate,36.2995,102.7774,2021-12-22,12,-1.0,82.0,51.4,7.7,Cotton,0.5,0.051,0.0,7,3,1
Ghana,tropical,6.3248,-2.2935,2020-04-15,4,23.0,74.8,85.9,11.4,Cotton,0.5,0.612,0.057,14,4,1
Vietnam,tropical,12.4987,106.5987,2021-07-10,7,25.8,76.8,118.9,4.8,Wheat,0.8,0.702,0.01,47,4,7
Belgium,temperate,51.641,5.1247,2021-02-18,2,11.6,42.9,28.8,6.1,Barley,0.7,0.296,0.0,3,3,0
Morocco,arid,32.4747,-7.2728,2020-10-11,10,26.9,14.1,12.8,12.2,Wheat,0.8,0.419,0.04,23,0,7
France,temperate,46.1502,3.8199,2023-01-24,1,4.1,79.2,105.3,7.5,Rice,0.6,0.191,0.031,12,3,4
Turkey,temperate,39.2276,34.3376,2023-01-13,1,4.0,67.4,135.9,2.0,Maize,0.7,0.548,0.018,42,3,2
Nigeria,tropical,7.3795,9.8076,2023-12-18,12,25.5,77.8,49.2,13.0,Maize,0.7,0.55,0.0,27,4,2
Japan,temperate,34.6753,138.8589,2020-02-22,2,3.7,44.4,82.0,14.4,Barley,0.7,0.733,0.0,19,3,0
Spain,temperate,38.8963,-1.8774,2021-08-10,8,14.6,63.6,122.6,3.5,Sugarcane,0.3,0.572,0.0,38,3,6
Netherlands,temperate,51.1135,3.5249,2023-10-05,10,6.5,56.0,23.1,18.8,Maize,0.7,0.545,0.004,25,3,2
Russia,continental,61.349,106.9274,2021-07-27,7,24.9,61.4,83.1,16.7,Sugarcane,0.3,0.682,0.0,34,1,6
Pakistan,arid,29.1781,69.9613,2023-12-14,12,23.2,23.8,5.3,8.3,Sugarcane,0.3,0.301,0.041,29,0,6
Iran,arid,34.3865,54.0096,2021-04-22,4,17.1,33.9,5.9,7.8,Potato,0.4,0.209,0.019,17,0,3
Venezuela,highland,7.2385,-65.3755,2021-12-25,12,16.5,58.8,111.6,2.7,Barley,0.7,0.494,0.006,46,2,0
Venezuela,highland,5.0045,-65.7318,2022-11-08,11,8.8,51.7,177.6,4.3,Potato,0.4,0.553,0.049,46,2,3
Venezuela,highland,5.326,-64.8363,2020-07-01,7,24.2,80.5,78.6,2.7,Potato,0.4,0.593,0.0,46,2,3
Bangladesh,temperate,24.7115,90.5778,2021-12-12,12,2.2,80.9,143.3,18.0,Potato,0.4,0.64,0.011,2,3,3
Portugal,temperate,39.4671,-10.1114,2022-08-28,8,21.8,74.6,142.6,7.4,Barley,0.7,0.466,0.027,33,3,0
Australia,temperate,-26.6857,135.3101,2023-01-11,1,9.5,82.2,21.4,16.5,Sugarcane,0.3,0.333,0.042,1,3,6
UK,temperate,54.4358,-1.9147,2022-05-17,5,23.5,58.9,149.4,18.8,Barley,0.7,0.501,0.023,43,3,0
South Africa,temperate,-29.6099,22.6819,2022-04-13,4,26.4,70.4,3.7,19.5,Soybean,0.9,0.645,0.114,36,3,5
Colombia,highland,6.4451,-73.8761,2020-08-23,8,17.3,67.6,125.1,2.6,Cotton,0.5,0.403,0.0,8,2,1
Canada,continental,58.0279,-107.7556,2023-04-20,4,7.0,40.5,5.7,18.1,Barley,0.7,0.488,0.048,5,1,0
Japan,temperate,34.5142,139.3656,2020-12-31,12,6.8,40.0,86.0,1.3,Rice,0.6,0.781,0.042,19,3,4
Saudi Arabia,arid,25.6348,44.2959,2022-12-17,12,24.3,24.6,7.8,10.9,Rice,0.6,0.256,0.0,35,0,4
Vietnam,tropical,13.6978,107.3116,2020-03-04,3,28.0,82.1,87.6,9.8,Potato,0.4,0.441,0.0,47,4,3
Ghana,tropical,5.9466,-1.5174,2021-07-06,7,31.3,74.3,77.1,3.4,Potato,0.4,0.767,0.0,14,4,3
Ghana,tropical,9.4877,-2.668,2021-11-30,11,29.7,72.5,40.2,13.7,Cotton,0.5,0.822,0.045,14,4,1
Indonesia,tropical,-1.2225,114.4901,2023-02-27,2,20.1,64.1,2.6,9.0,Potato,0.4,0.563,0.078,16,4,3
Brazil,tropical,-15.3386,-50.7999,2021-08-29,8,24.0,60.4,174.0,10.4,Maize,0.7,0.606,0.009,4,4,2
Sri Lanka,tropical,8.7369,82.2483,2021-01-16,1,21.4,68.4,93.9,0.1,Potato,0.4,0.359,0.009,39,4,3
Saudi Arabia,arid,24.3796,43.2182,2023-02-21,2,39.1,46.0,12.6,7.4,Wheat,0.8,0.392,0.0,35,0,7
Japan,temperate,37.7504,139.5193,2020-07-18,7,27.1,68.9,30.4,1.7,Rice,0.6,0.45,0.079,19,3,4
Japan,temperate,34.8509,136.569,2021-02-21,2,12.1,55.5,71.7,3.6,Soybean,0.9,0.535,0.02,19,3,5
Italy,temperate,42.2949,13.1392,2020-04-16,4,25.4,64.7,53.4,17.3,Maize,0.7,0.274,0.071,18,3,2
Venezuela,highland,5.2907,-65.1425,2022-07-31,7,6.7,61.0,134.0,1.2,Barley,0.7,0.346,0.004,46,2,0
Nepal,highland,30.283,82.6526,2020-08-10,8,7.1,79.5,95.5,9.4,Wheat,0.8,0.456,0.023,24,2,7
Finland,continental,64.7093,26.0268,2022-02-25,2,-2.7,49.6,86.8,4.6,Cotton,0.5,0.519,0.018,11,1,1
Russia,continental,62.4486,105.317,2020-01-26,1,-3.9,68.9,10.3,1.4,Maize,0.7,0.64,0.0,34,1,2
Brazil,tropical,-13.6432,-52.9506,2023-05-30,5,33.4,67.6,19.5,9.7,Wheat,0.8,0.446,0.002,4,4,7
Canada,continental,56.8598,-107.0691,2022-06-09,6,17.6,70.0,25.6,19.9,Wheat,0.8,0.326,0.011,5,1,7
Iran,arid,30.6211,52.8728,2020-04-12,4,35.4,48.9,16.4,23.0,Wheat,0.8,0.215,0.049,17,0,7
Germany,temperate,52.1597,9.5089,2021-08-19,8,26.0,47.6,6.4,12.1,Potato,0.4,0.308,0.029,13,3,3
Turkey,temperate,38.8908,33.2058,2020-08-25,8,14.5,42.4,45.1,8.8,Maize,0.7,0.563,0.0,42,3,2
Argentina,temperate,-38.3008,-63.9944,2021-11-16,11,-0.7,54.7,1.2,11.9,Maize,0.7,0.051,0.047,0,3,2
Belgium,temperate,50.9961,4.1361,2022-01-18,1,7.3,61.9,106.2,15.2,Potato,0.4,0.253,0.0,3,3,3
Thailand,tropical,15.1284,102.87,2021-08-30,8,20.4,71.2,253.7,11.2,Potato,0.4,0.377,0.001,41,4,3
Argentina,temperate,-39.6423,-62.8741,2023-02-07,2,17.0,40.8,77.7,19.8,Sugarcane,0.3,0.398,0.0,0,3,6
Nepal,highland,26.5682,85.6599,2021-03-08,3,10.7,74.0,7.8,5.6,Barley,0.7,0.201,0.056,24,2,0
Vietnam,tropical,14.7902,109.7385,2020-08-29,8,32.1,87.1,73.9,12.7,Wheat,0.8,0.437,0.044,47,4,7
Ghana,tropical,6.9616,-0.3136,2021-02-03,2,25.5,62.6,33.6,7.6,Maize,0.7,0.61,0.02,14,4,2
South Korea,temperate,38.065,129.649,2023-08-16,8,20.4,72.9,10.6,6.6,Wheat,0.8,0.487,0.046,37,3,7
Russia,continental,62.8944,106.512,2020-08-20,8,24.6,57.3,54.7,17.4,Sugarcane,0.3,0.374,0.038,34,1,6
Egypt,arid,28.1526,28.9641,2020-03-26,3,26.5,10.4,19.9,21.2,Rice,0.6,0.165,0.041,9,0,4
Chile,temperate,-34.8861,-70.5299,2022-05-11,5,19.1,77.6,125.8,16.4,Potato,0.4,0.154,0.0,6,3,3
Mexico,arid,22.6676,-103.523,2023-11-20,11,23.1,25.6,5.6,15.4,Potato,0.4,0.27,0.0,22,0,3
Bangladesh,temperate,25.0108,91.1623,2022-05-17,5,24.3,67.5,13.0,4.2,Cotton,0.5,0.579,0.13,2,3,1
Poland,temperate,53.2661,17.1842,2021-07-28,7,16.2,61.4,149.8,10.3,Soybean,0.9,0.395,0.038,32,3,5
Vietnam,tropical,15.1372,107.4351,2022-05-21,5,27.7,65.4,22.1,14.9,Sugarcane,0.3,0.48,0.043,47,4,6
Russia,continental,59.6675,106.1351,2021-08-18,8,13.1,70.2,88.8,16.4,Soybean,0.9,0.427,0.052,34,1,5
Australia,temperate,-26.9916,135.2483,2021-08-28,8,13.2,72.1,143.8,17.0,Barley,0.7,0.31,0.04,1,3,0
Germany,temperate,53.1652,8.4829,2023-04-20,4,21.1,62.2,114.2,9.6,Barley,0.7,0.321,0.0,13,3,0
Norway,continental,60.6205,9.3219,2022-03-20,3,12.5,73.8,46.7,8.0,Sugarcane,0.3,0.616,0.013,28,1,6
Spain,temperate,40.8479,-3.1543,2022-08-23,8,19.0,84.6,78.7,11.8,Wheat,0.8,0.7,0.0,38,3,7
Ukraine,temperate,46.8602,32.3289,2020-05-04,5,21.2,46.3,118.3,12.2,Barley,0.7,0.557,0.04,45,3,0
Japan,temperate,34.3209,138.9273,2022-07-29,7,17.0,81.9,103.4,4.6,Wheat,0.8,0.488,0.024,19,3,7
Pakistan,arid,29.7955,70.5517,2023-10-11,10,31.9,31.9,24.8,16.6,Wheat,0.8,0.443,0.02,29,0,7
South Africa,temperate,-29.2733,22.3995,2021-03-06,3,22.6,48.7,76.1,11.8,Cotton,0.5,0.403,0.025,36,3,1
Canada,continental,54.6833,-106.8501,2021-05-07,5,17.3,38.8,89.9,17.5,Potato,0.4,0.456,0.0,5,1,3
South Korea,temperate,36.5106,126.8826,2021-10-01,10,17.6,61.9,100.9,1.0,Rice,0.6,0.621,0.023,37,3,4
Peru,highland,-10.5897,-74.4034,2020-05-25,5,8.7,69.9,3.1,6.6,Potato,0.4,0.582,0.002,30,2,3
Poland,temperate,52.2062,18.6749,2022-07-05,7,25.5,73.8,72.0,1.8,Cotton,0.5,0.229,0.067,32,3,1
Peru,highland,-10.0055,-75.2294,2023-12-22,12,16.9,52.1,32.9,14.9,Rice,0.6,0.3,0.0,30,2,4
Iran,arid,33.8187,53.047,2023-06-29,6,35.4,24.7,27.2,9.7,Soybean,0.9,0.369,0.013,17,0,5
Ghana,tropical,6.2698,-2.7788,2022-05-10,5,32.8,69.2,140.4,13.2,Sugarcane,0.3,0.434,0.0,14,4,6
